CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster,Cluster_Name,PCA1,PCA2,tSNE1,tSNE2,UMAP1,UMAP2,Anomaly,Anomaly_Score,Is_Anomaly
C10560,3366.051663,1.0,6344.3,4438.8,1905.5,0.0,1.0,0.833333,0.666667,0.0,0,54,12000.0,2890.901993,694.340138,0.083333,12,0,Premium Shoppers,5.025887263207852,0.10863542206601308,55.05155,14.040202,8.847936,9.683545,1,-0.5062541476385058,False
C10561,7190.047748,1.0,1549.61,1549.61,0.0,3269.100834,0.666667,0.666667,0.0,0.75,11,19,17500.0,1727.425472,1770.058766,0.0,12,2,Cash Advance Users,1.2946356539243415,4.567544380122842,19.065802,56.152096,4.798069,8.319687,1,-0.5309286992184531,False
C10562,68.039722,0.454545,734.11,734.11,0.0,0.0,0.333333,0.333333,0.0,0.0,0,6,5000.0,1537.307484,102.554198,0.5,12,1,Low Engagement,-0.5785600415544184,-1.2405606090281494,-1.9770733,-78.55451,8.835659,0.6891045,1,-0.4328481692229919,False
C10563,5066.461251,1.0,2274.21,1282.85,991.36,2854.551358,1.0,0.666667,1.0,0.75,23,60,5000.0,5174.255034,6174.387335,0.0,12,2,Cash Advance Users,2.8742729751908898,3.954301057287414,26.90827,53.514637,5.5508347,8.946026,-1,-0.563132789235875,True
C10564,2454.610005,1.0,1635.69,0.0,1635.69,486.813976,1.0,0.0,1.0,0.083333,1,33,3000.0,1442.488419,1113.097672,0.0,12,1,Low Engagement,1.3922447435312406,-0.6859352243363326,40.82498,-23.734438,9.835248,6.069604,1,-0.4239263271083185,False
C10565,64.329876,0.272727,627.03,482.03,145.0,0.0,0.25,0.166667,0.166667,0.0,0,8,6000.0,1513.704151,112.874987,1.0,12,1,Low Engagement,-0.49341214610675327,-1.643991587775225,4.9757743,-82.45013,9.886488,0.29290733,1,-0.4690827541148901,False
C10566,1284.63314,1.0,55.5,0.0,55.5,5406.459348,0.083333,0.0,0.083333,0.833333,123,1,3000.0,3432.757202,421.385587,0.0,12,2,Cash Advance Users,-2.509074942198026,10.251581513909816,2.5863109,79.17816,3.8148427,9.897286,1,-0.496381167719189,False
C10567,76.93561,0.833333,277.0,277.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,2,8500.0,814.605178,109.433095,0.333333,6,1,Low Engagement,-0.9329063399166806,-0.7584197113167296,-56.621555,-12.78413,2.6552203,-1.1695395,1,-0.4811339816425611,False
C10568,950.563525,0.909091,7479.95,7479.95,0.0,0.0,0.818182,0.818182,0.0,0.0,0,14,15000.0,7521.226078,319.437528,0.888889,11,0,Premium Shoppers,4.649088922268134,0.24416679436547753,78.439095,-8.77369,10.516904,9.881428,-1,-0.5906661030995453,True
C10569,5178.179489,1.0,3937.59,2606.42,1331.17,0.0,1.0,0.75,0.833333,0.0,0,54,9500.0,1248.498168,1143.849403,0.0,12,0,Premium Shoppers,3.765304363619493,0.06665430827293137,52.29934,18.688692,8.525312,9.583484,1,-0.47052883506126364,False
C10570,531.455619,1.0,6300.4,6300.4,0.0,0.0,0.833333,0.833333,0.0,0.0,0,21,16500.0,4924.941312,182.288774,1.0,12,0,Premium Shoppers,4.29390570374253,-0.08410613671170578,78.68665,-9.121466,10.6529455,9.79484,-1,-0.572709152452175,True
C10571,263.6992,1.0,1856.64,0.0,1856.64,0.0,1.0,0.0,1.0,0.0,0,12,1800.0,1591.559543,1991.577214,0.0,12,1,Low Engagement,1.096896853369627,-1.4403121632744913,45.00776,-26.937206,10.443585,5.8364573,1,-0.41135219541391943,False
C10572,492.070146,0.8,4924.41,4924.41,0.0,0.0,0.8,0.8,0.0,0.0,0,48,10500.0,3430.597877,149.408227,1.0,10,0,Premium Shoppers,3.3936877951794204,-0.8047659795571316,78.00185,-10.387744,10.700683,9.728608,-1,-0.5775440163095469,True
C10573,1034.660626,0.833333,1308.11,1308.11,0.0,234.602843,0.5,0.5,0.0,0.166667,1,8,1500.0,236.764555,207.007715,0.0,6,1,Low Engagement,-0.7719846168772541,-0.42276900591548466,-54.28015,-9.647386,2.4604883,-1.0564853,1,-0.4785547901154742,False
C10574,11547.52001,1.0,49039.57,40761.25,8278.32,558.166886,1.0,1.0,0.916667,0.083333,1,101,22500.0,46930.59824,2974.069421,0.25,12,0,Premium Shoppers,29.43083133231811,8.562946125441206,78.19265,13.268087,9.097733,11.420106,-1,-0.7431000201669196,True
C10575,8997.488544,1.0,4604.72,4020.33,584.39,1854.533843,0.916667,0.666667,0.75,0.166667,8,46,9000.0,4201.889848,7060.930982,0.0,12,0,Premium Shoppers,4.018038596972366,2.8774083981973124,54.155308,21.295921,8.298803,9.758592,-1,-0.570128333861804,True
C10576,9149.4096,1.0,227.8,227.8,0.0,5583.937965,0.333333,0.333333,0.0,0.666667,13,4,9500.0,6710.905443,6510.915661,0.0,12,2,Cash Advance Users,0.14738286023048872,5.754271738139643,9.864838,60.34469,4.3548565,8.461929,-1,-0.5385408829715199,True
C10577,1296.922119,1.0,2327.49,2327.49,0.0,1873.271885,0.666667,0.666667,0.0,0.25,6,18,6000.0,2322.412643,360.670758,0.0,12,1,Low Engagement,0.9215609351244392,0.9824979217108575,9.922998,22.011063,5.5858006,6.2436905,1,-0.4560999552694224,False
C10578,1758.979585,0.818182,1199.0,1199.0,0.0,8552.910316,0.090909,0.090909,0.0,0.636364,17,1,6750.0,11634.38713,422.041626,0.111111,11,2,Cash Advance Users,-0.3267811917040347,4.95520295407456,9.808283,70.218666,4.2148833,9.5284,-1,-0.5406245411753616,True
C10579,194.493602,1.0,1174.76,0.0,1174.76,0.0,1.0,0.0,1.0,0.0,0,41,4500.0,1280.294998,203.755356,0.0,12,1,Low Engagement,1.2440557615941932,-1.4561285292721058,38.80612,-16.364256,9.891284,6.0209627,1,-0.40067684675734955,False
C10580,3294.37955,1.0,0.0,0.0,0.0,2546.891416,0.0,0.0,0.0,0.083333,3,0,4000.0,1084.059239,1228.291582,0.0,12,1,Low Engagement,-1.5087112050782838,1.0303982965129321,-30.209003,36.367184,2.5141993,5.329699,1,-0.3719962065491332,False
C10581,5404.202992,1.0,469.0,286.0,183.0,8005.22508,0.666667,0.166667,0.333333,0.833333,52,4,7000.0,2676.467444,1468.475204,0.0,6,2,Cash Advance Users,-0.9689239216175097,7.131050109512939,-0.3587792,78.22503,3.8865898,9.821108,-1,-0.5930919755956089,True
C10582,5484.800476,1.0,0.0,0.0,0.0,1239.217984,0.0,0.0,0.0,0.666667,8,0,6000.0,2060.020446,1306.960035,0.0,12,2,Cash Advance Users,-1.4724545362965924,2.9776422474231676,-3.6422045,59.491325,3.3961594,8.121371,1,-0.40668347581077213,False
C10583,181.463092,1.0,133.39,133.39,0.0,219.143859,0.25,0.25,0.0,0.166667,2,3,2500.0,168.425788,169.473399,0.0,12,1,Low Engagement,-1.3181896455716342,-0.3272238275248377,-2.050289,27.250765,4.3211756,4.907954,1,-0.3683407021636322,False
C10584,1311.732049,1.0,10700.63,2912.65,7787.98,0.0,0.916667,0.5,1.0,0.0,0,222,6000.0,9853.313787,280.014823,0.818182,12,0,Premium Shoppers,10.722764653972474,-0.8985607231145639,69.94368,14.144344,8.958903,11.097502,-1,-0.6213567074476334,True
C10585,542.218074,1.0,0.0,0.0,0.0,1074.741949,0.0,0.0,0.0,0.166667,2,0,1500.0,1328.855136,189.52525,0.0,12,1,Low Engagement,-1.808303191578815,0.09040830848820301,-55.658504,44.35399,0.7902026,4.8264117,1,-0.3612291873680153,False
C10586,1029.101022,1.0,49.1,0.0,49.1,0.0,0.25,0.0,0.25,0.0,0,3,1000.0,59.924534,8269.955787,0.0,12,1,Low Engagement,-1.164042547225463,-0.3184133232435397,52.234142,53.47933,11.2930565,16.236326,1,-0.41980973511838954,False
C10587,1202.975648,1.0,11313.77,10133.7,1180.07,0.0,1.0,1.0,0.833333,0.0,0,98,6000.0,10718.04224,281.611634,0.833333,12,0,Premium Shoppers,8.464562789373675,-0.3268970641766679,75.8639,5.954133,9.37294,10.987701,-1,-0.6122234919269023,True
C10588,1095.379426,1.0,0.0,0.0,0.0,282.895246,0.0,0.0,0.0,0.25,3,0,1200.0,432.048813,256.494357,0.0,12,1,Low Engagement,-1.9148046909599516,0.1799277197999076,-49.459595,62.089817,0.2265404,5.9989896,1,-0.3619056603911362,False
C10589,4546.766836,1.0,3525.37,0.0,3525.37,0.0,1.0,0.0,1.0,0.0,0,66,15000.0,14083.96809,1442.933291,0.25,12,0,Premium Shoppers,5.11428170281136,1.1118482663781057,52.804478,-5.7546654,9.480491,7.5783105,-1,-0.543956055991473,True
C10590,28.934197,0.909091,258.74,258.74,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,12000.0,502.486404,105.034384,1.0,12,1,Low Engagement,0.7508426103125712,-1.1689324920280535,82.80027,-17.168425,11.296124,9.156399,1,-0.4773950200082038,False
C10591,3457.086184,1.0,2448.6,0.0,2448.6,0.0,1.0,0.0,1.0,0.0,0,12,1700.0,227.514473,38512.12477,0.0,12,0,Premium Shoppers,2.4466193590993317,1.697198010962716,59.828445,55.014275,11.908229,16.635496,1,-0.4837805632064745,False
C10592,23.290641,0.727273,293.99,194.99,99.0,0.0,0.5,0.25,0.166667,0.0,0,6,12500.0,287.796655,93.027601,0.333333,12,1,Low Engagement,-0.18976213354449042,-0.7902248045838164,-21.519342,-26.449844,6.642234,1.673328,1,-0.42609161055453026,False
C10593,9559.783145,1.0,709.0,709.0,0.0,771.711794,0.3,0.3,0.0,0.3,3,3,10500.0,2447.227264,2042.09446,0.0,10,2,Cash Advance Users,-0.0061903077422826224,2.831566928302505,4.6223063,50.41536,4.4483824,7.415697,1,-0.4731242949402723,False
C10594,2154.175363,1.0,1628.07,1628.07,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,5000.0,654.505745,507.655831,0.0,12,1,Low Engagement,-0.10463393313690464,-0.20893329261191276,-8.894046,15.097995,4.9938464,5.0629907,1,-0.3926491229208051,False
C10595,2627.184835,1.0,0.0,0.0,0.0,3216.192328,0.0,0.0,0.0,0.083333,7,0,3150.0,394.285767,10636.14839,0.0,12,2,Cash Advance Users,-1.4346499673961488,1.852131153835596,53.363953,56.23686,11.35773,16.45454,1,-0.4360097760003818,False
C10596,2689.586312,1.0,0.0,0.0,0.0,2224.68646,0.0,0.0,0.0,0.083333,1,0,7000.0,809.880619,663.360789,0.0,12,1,Low Engagement,-1.3864905610941538,0.8536232462519635,-23.130642,36.498993,2.9336438,5.5685854,1,-0.37383793543657373,False
C10597,11.890862,0.090909,165.0,165.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,15000.0,0.0,312.343947,0.0,12,1,Low Engagement,-1.2988556484123737,-0.48828624653928243,-33.68616,-36.477314,5.5343723,0.4336922,1,-0.4523196271972592,False
C10598,3452.538704,1.0,11681.64,11681.64,0.0,0.0,1.0,1.0,0.0,0.0,0,141,10500.0,8145.713972,1198.614519,0.0,12,0,Premium Shoppers,8.30362495055522,1.213643041464045,76.208374,7.4241333,9.142723,10.906237,-1,-0.6269317163861832,True
C10599,1068.031748,0.727273,98.97,0.0,98.97,0.0,0.416667,0.0,0.416667,0.0,0,5,2500.0,3594.989864,445.215577,0.0,12,1,Low Engagement,-0.7921941467270187,-0.7737126469375284,-15.189723,-33.333122,7.4217434,1.6851985,1,-0.38423480684665223,False
C10600,7295.920263,1.0,0.0,0.0,0.0,721.214369,0.0,0.0,0.0,0.25,4,0,7500.0,1984.351035,3082.801095,0.0,12,2,Cash Advance Users,-1.0370717850069628,2.2908099750471425,0.11009416,52.118435,3.9149854,7.2287517,1,-0.39757523242119813,False
C10601,7975.19143,1.0,1142.15,1017.65,124.5,2652.115823,0.5,0.333333,0.25,0.25,3,10,9000.0,2079.521171,2902.18515,0.0,12,2,Cash Advance Users,0.6111924048557681,2.536043020873046,9.320774,45.06673,4.9619164,7.6988354,1,-0.44806143799237913,False
C10602,1866.608592,1.0,1494.5,1494.5,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,8500.0,2031.589282,462.41515,0.0,12,1,Low Engagement,0.30606287950923466,0.030726759629870756,-9.197577,13.952661,4.8785653,5.1759562,1,-0.4001815342632717,False
C10603,259.467265,0.909091,646.24,646.24,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10000.0,540.021578,183.086463,0.0,12,1,Low Engagement,-0.92249625284909,-0.24822668137939122,-20.243914,13.489158,4.114629,4.5732307,1,-0.38733393849742104,False
C10604,1298.191599,1.0,0.0,0.0,0.0,2052.835555,0.0,0.0,0.0,0.333333,9,0,3500.0,3009.926784,505.965923,0.083333,12,2,Cash Advance Users,-1.5877667993229831,1.4825593555512215,-27.756811,56.02797,1.892879,6.8067822,1,-0.3798322378789476,False
C10605,313.387813,1.0,3608.88,2124.75,1484.13,0.0,1.0,0.75,0.75,0.0,0,37,15000.0,2419.651857,182.527745,1.0,12,0,Premium Shoppers,3.9487721370286066,-1.1090820109315336,82.64779,-10.112169,10.786709,9.5128,1,-0.48912999689166575,False
C10606,7088.358802,1.0,0.0,0.0,0.0,3118.050456,0.0,0.0,0.0,0.083333,2,0,7500.0,4539.526102,2183.319473,0.0,12,2,Cash Advance Users,-0.7745902123161453,2.429171498499084,0.47895798,49.65998,3.8584058,7.2175584,1,-0.4066329384971145,False
C10607,4458.045588,1.0,0.0,0.0,0.0,2846.034435,0.0,0.0,0.0,0.166667,6,0,5000.0,985.516901,1708.136351,0.0,12,2,Cash Advance Users,-1.4509500565131428,1.7755140139909455,-5.520803,49.954407,3.2582183,6.853065,1,-0.37255967714324406,False
C10608,2690.771926,1.0,12465.21,9805.73,2659.48,0.0,1.0,0.583333,1.0,0.0,0,79,13000.0,9290.702248,653.194444,0.0,12,0,Premium Shoppers,8.55759318594202,0.8058749306615584,73.249176,10.725807,9.165474,10.991873,-1,-0.5941804822648655,True
C10609,15244.74865,1.0,7823.74,7564.81,258.93,2621.049473,1.0,1.0,1.0,0.083333,2,62,19000.0,11123.40918,4467.520244,0.0,12,0,Premium Shoppers,7.601833001965136,4.793712765608325,58.25562,20.276598,8.570454,10.453488,-1,-0.6836383871260645,True
C10610,0.327199,0.454545,24.64,24.64,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,45.640106,26.849523,0.0,12,1,Low Engagement,-1.9431479660271191,-1.176971359014525,-44.989204,-27.198711,6.3837667,0.34538156,1,-0.39175060940234396,False
C10611,2492.726282,1.0,27957.68,23032.97,4924.71,0.0,1.0,1.0,0.916667,0.0,0,70,9000.0,27255.00752,537.372671,1.0,12,0,Premium Shoppers,17.21646356354143,2.1951038768750655,77.57991,12.062781,9.088701,11.421013,-1,-0.676535564892633,True
C10612,47.424621,0.545455,372.0,273.6,98.4,0.0,0.333333,0.166667,0.25,0.0,0,7,4000.0,662.401178,149.47264,0.2,12,1,Low Engagement,-0.9114003490337416,-1.2678183240071055,-25.856073,-44.231453,7.694649,0.9557193,1,-0.3955458575474883,False
C10613,4114.723127,1.0,1841.62,1456.94,384.68,4004.273974,1.0,1.0,0.25,0.416667,8,21,7500.0,7780.322889,950.496396,0.0,12,2,Cash Advance Users,2.237676088366298,2.740573215355725,34.359604,47.133457,5.1909175,9.23003,1,-0.526224869893103,False
C10615,2450.031338,1.0,1678.07,824.21,853.86,0.0,1.0,0.25,1.0,0.0,0,33,6500.0,682.930065,512.073385,0.0,12,1,Low Engagement,1.6946707662004632,-0.8803977745385554,39.586773,-12.171559,9.16905,6.914491,1,-0.3970711824163865,False
C10616,8781.831676,1.0,11674.64,9400.96,2273.68,0.0,1.0,1.0,0.916667,0.0,0,93,16000.0,10377.3612,2372.97281,0.0,12,0,Premium Shoppers,9.370059078647495,2.383373791925338,73.38746,11.393745,8.903357,10.826145,-1,-0.6465885390811064,True
C10617,1642.024936,1.0,2094.38,2094.38,0.0,0.0,0.416667,0.416667,0.0,0.0,0,17,4500.0,576.699993,556.378998,0.0,12,1,Low Engagement,0.3128906392940076,-0.37042035627225006,2.6450388,9.762762,5.3458667,5.107677,1,-0.41430844216063273,False
C10618,2739.836747,0.909091,0.0,0.0,0.0,2970.288928,0.0,0.0,0.0,0.363636,5,0,3000.0,3418.06811,1384.882852,0.0,11,2,Cash Advance Users,-1.6245853133267958,1.848209352743704,-26.179344,54.643234,2.0006876,6.6505857,1,-0.39555322210087984,False
C10619,1946.447038,1.0,411.38,411.38,0.0,99.078081,0.25,0.25,0.0,0.083333,1,5,2500.0,1403.266638,513.547978,0.0,12,1,Low Engagement,-0.920686411350695,-0.10381452955523794,-7.6321387,3.8519585,5.0238175,4.402064,1,-0.3747332414990265,False
C10620,9.962695,0.545455,99.19,0.0,99.19,0.0,0.5,0.0,0.5,0.0,0,7,4000.0,209.014647,147.337498,0.166667,12,1,Low Engagement,-0.9378577476610511,-1.490644817699973,-19.519928,-42.17475,7.869284,1.2080244,1,-0.38419305638895335,False
C10621,394.269079,0.363636,525.0,525.0,0.0,2003.827851,0.083333,0.083333,0.0,0.25,12,1,2500.0,3747.367504,82.631551,0.0,12,1,Low Engagement,-1.6034116348921719,0.9549711108692431,-64.10252,-34.336273,4.3019023,0.05836338,1,-0.45303497648791335,False
C10622,5935.917803,1.0,1956.06,1777.14,178.92,0.0,0.916667,0.916667,0.333333,0.0,0,48,11500.0,1553.147417,1338.082337,0.0,12,0,Premium Shoppers,2.626495807064322,0.6011964236056462,43.02048,19.728909,8.018307,9.06321,1,-0.4697942915788742,False
C10623,266.588825,1.0,1750.51,1515.46,235.05,239.188373,1.0,1.0,0.166667,0.166667,2,31,3500.0,2103.253278,193.898848,0.25,12,0,Premium Shoppers,1.6186556636198588,-0.6549273190310689,27.67724,6.9062634,8.195728,8.049157,1,-0.458235249156374,False
C10624,917.732846,1.0,18.41,0.0,18.41,0.0,0.083333,0.0,0.083333,0.0,0,1,1000.0,1407.291593,424.623595,0.0,12,1,Low Engagement,-1.555527323652536,-0.6330607682577581,-16.983097,-13.351204,5.825838,3.069003,1,-0.3726303290324937,False
C10625,3183.529482,1.0,386.12,386.12,0.0,3715.643596,0.636364,0.636364,0.0,0.363636,7,9,4000.0,4441.185925,752.309324,0.0,11,2,Cash Advance Users,-0.009695962738340514,2.045689899004032,1.9501847,32.641193,4.3880854,6.815236,1,-0.44148447083671494,False
C10626,2071.736764,0.909091,0.0,0.0,0.0,199.214973,0.0,0.0,0.0,0.363636,4,0,2100.0,553.00439,570.229181,0.0,11,1,Low Engagement,-1.9582955961496757,0.7049679395727931,-42.04262,54.997658,1.9061635,1.3930321,1,-0.38235512005572087,False
C10627,6980.581442,1.0,0.0,0.0,0.0,11549.11174,0.0,0.0,0.0,0.416667,15,0,14500.0,1498.338478,1536.151742,0.0,12,2,Cash Advance Users,-1.0006110630657743,5.837238481697569,6.93797,63.327133,3.980439,8.446312,1,-0.4832576194757942,False
C10628,724.261595,1.0,625.46,198.4,427.06,0.0,0.583333,0.166667,0.5,0.0,0,10,7500.0,721.081023,234.277687,0.0,12,1,Low Engagement,0.049722293953769946,-0.7532369438287825,1.7110311,-9.43202,7.059944,4.2926893,1,-0.3699516939552405,False
C10629,2469.665655,1.0,963.13,963.13,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,7000.0,566.87028,639.521888,0.0,12,1,Low Engagement,0.47751454607139965,-0.23834545573413332,13.213945,13.4922905,5.446336,5.6026144,1,-0.4127133638395212,False
C10630,202.190447,0.545455,2011.81,2011.81,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,2100.0,3144.544042,165.070133,0.8,12,1,Low Engagement,0.2833213023121246,-1.3766366977774303,2.4733672,-78.60024,9.687398,0.528862,1,-0.46752836636993095,False
C10631,6787.661776,1.0,99.5,0.0,99.5,7726.511679,0.833333,0.0,0.75,0.416667,10,10,8000.0,1775.13958,2293.582697,0.0,12,2,Cash Advance Users,0.13260631396554792,3.603478537966385,16.908482,52.376434,5.0625362,8.571131,1,-0.47672914435183106,False
C10632,107.298227,0.636364,1084.09,0.0,1084.09,0.0,0.666667,0.0,0.666667,0.0,0,9,8000.0,1515.629124,152.094041,0.714286,12,1,Low Engagement,0.5497963024341794,-1.5577684502464118,23.946926,-68.066765,10.150296,2.105815,1,-0.4377297013556364,False
C10633,3946.876897,1.0,207.0,0.0,207.0,1546.727807,0.916667,0.0,0.916667,0.5,11,11,8500.0,1494.101923,886.539252,0.0,12,2,Cash Advance Users,0.24038835040855977,1.7908744847604092,24.292017,40.385468,6.0183544,7.5422087,1,-0.4409771045619651,False
C10634,1246.393805,1.0,1757.47,907.05,850.42,0.0,1.0,0.416667,1.0,0.0,0,80,5000.0,1254.376139,309.542834,0.0,12,0,Premium Shoppers,2.529984127005563,-1.2199065029027854,46.72101,-10.697833,9.567828,7.407923,1,-0.41428528136871007,False
C10635,7155.328723,1.0,3837.59,1860.18,1977.41,14811.68818,1.0,0.916667,1.0,0.916667,51,52,9500.0,17739.94594,2500.582848,0.0,12,2,Cash Advance Users,4.804095985036292,10.109499225689952,24.791903,62.66091,4.5962334,9.890173,-1,-0.6786209650152049,True
C10636,2147.939753,0.818182,117.57,117.57,0.0,1022.23072,0.083333,0.083333,0.0,0.083333,2,2,8000.0,5441.876882,542.296729,0.1,12,1,Low Engagement,-0.7454286782569242,0.8199950485899946,-28.66807,23.15055,3.4368773,4.964519,1,-0.4121928237822792,False
C10637,32.612745,1.0,1223.41,769.41,454.0,0.0,1.0,1.0,0.916667,0.0,0,25,6000.0,1222.343069,129.304142,0.8,12,0,Premium Shoppers,2.256434117246231,-1.8866398677244973,69.88526,-10.204261,10.389263,8.911299,1,-0.4443720280929289,False
C10638,5380.796813,1.0,1710.24,817.32,892.92,2292.800636,1.0,0.416667,1.0,0.25,6,43,6000.0,1572.990843,3215.771919,0.0,12,0,Premium Shoppers,2.1271126024763833,1.3027333151277853,41.941177,31.120783,6.8325024,8.182389,1,-0.4715080946997818,False
C10639,3419.661676,1.0,11.06,11.06,0.0,1261.347779,0.083333,0.083333,0.0,0.083333,1,1,4000.0,745.984976,1243.56477,0.0,12,1,Low Engagement,-1.3360887730172626,0.5886462510188899,-30.618307,34.82701,2.6146777,5.270687,1,-0.3759728028907639,False
C10640,8900.194109,1.0,0.0,0.0,0.0,4849.693752,0.0,0.0,0.0,0.916667,52,0,12000.0,2430.864139,2452.882838,0.0,12,2,Cash Advance Users,-1.3511337261778538,8.152638354844735,1.9427892,76.47815,3.7621524,9.747968,1,-0.5153572156637021,False
C10641,837.950585,1.0,8273.18,2904.89,5368.29,0.0,1.0,1.0,1.0,0.0,0,53,7000.0,7883.621179,208.069929,1.0,12,0,Premium Shoppers,7.190776227700729,-1.1512217936921585,69.29952,7.5566564,9.517373,10.813174,-1,-0.5628062335883409,True
C10642,2113.098241,1.0,619.93,0.0,619.93,1958.668173,1.0,0.0,0.916667,0.083333,2,24,4000.0,529.829894,508.775831,0.0,12,1,Low Engagement,0.5374024846583417,-0.39455425506219177,22.65517,-18.745941,8.736872,5.4821486,1,-0.4039836442147211,False
C10643,16.371699,0.3,190.0,0.0,190.0,0.0,0.2,0.0,0.2,0.0,0,3,4000.0,322.114468,139.674841,0.5,10,1,Low Engagement,-1.4819883857659804,-1.5453504429878506,-22.336823,-55.002407,7.887653,0.53612244,1,-0.4328967187948049,False
C10644,3774.063585,1.0,7680.08,5050.97,2629.11,0.0,1.0,0.583333,1.0,0.0,0,64,11500.0,2529.085319,1256.196236,0.0,12,0,Premium Shoppers,5.756183193189146,0.10780791254821555,55.31247,14.288653,8.876177,9.802137,1,-0.5132371128667899,False
C10645,1088.031913,1.0,9734.63,3756.01,5978.62,0.0,1.0,1.0,1.0,0.0,0,194,8500.0,8571.945329,204.762568,0.083333,12,0,Premium Shoppers,9.8425854907976,-0.41631105685076203,69.30464,14.194491,8.969142,11.078783,-1,-0.6092429424627095,True
C10646,2.175751,0.454545,0.0,0.0,0.0,136.662804,0.0,0.0,0.0,0.083333,1,0,3000.0,278.731912,56.686755,0.2,12,1,Low Engagement,-1.980745186550034,-0.8900509045995746,-54.70871,-23.61474,4.730343,0.5856963,1,-0.39775167455258004,False
C10647,5248.392421,1.0,8403.17,7469.7,933.47,3141.100688,0.833333,0.666667,0.75,0.5,12,117,13000.0,8495.972927,1183.069705,0.25,12,0,Premium Shoppers,6.857008878105784,3.6170125784184277,61.858593,11.933894,9.028064,10.511855,-1,-0.6286280452218784,True
C10648,9.581344,1.0,118.6,70.0,48.6,0.0,1.0,0.083333,0.916667,0.0,0,25,3300.0,117.780082,56.500841,0.1,12,1,Low Engagement,0.26424005225592523,-1.6972454692469872,31.706757,-36.904133,9.959469,4.7689757,1,-0.39223052332841174,False
C10649,3123.339488,1.0,11202.09,10929.53,272.56,0.0,1.0,1.0,0.583333,0.0,0,100,7500.0,8317.163283,887.495688,0.083333,12,0,Premium Shoppers,7.768508984408853,0.6199223775507289,76.32687,7.2147684,9.204101,10.968116,-1,-0.5946902811793019,True
C10650,1670.928797,1.0,794.52,794.52,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,1750.0,1083.625844,1196.302503,0.0,12,1,Low Engagement,0.12770259131748005,-0.6600361678039762,10.616259,9.650593,5.9250274,5.577481,1,-0.41364525052908047,False
C10651,537.389322,0.9,1704.22,150.5,1553.72,0.0,0.9,0.2,0.8,0.0,0,16,1500.0,679.888456,160.592311,0.125,10,1,Low Engagement,0.774866828654716,-1.6195719125426895,6.6950884,-51.888103,11.503558,-0.25881743,1,-0.4376496038748442,False
C10652,1803.955439,1.0,1044.43,801.35,243.08,103.174612,0.666667,0.416667,0.333333,0.083333,1,23,5000.0,1068.805913,518.001095,0.0,12,1,Low Engagement,0.49219426656594756,-0.34857646177206986,20.490522,-2.0333517,7.9632945,6.492074,1,-0.3913487917558563,False
C10653,2394.126386,1.0,3651.59,1544.79,2106.8,2420.908491,1.0,0.833333,1.0,0.166667,11,111,4500.0,6925.337419,1646.768053,0.083333,12,0,Premium Shoppers,4.839401729576848,1.0420897558382378,59.41705,5.7047763,8.807005,9.849204,1,-0.5334101481018781,False
C10654,544.879717,1.0,6477.6,3301.6,3176.0,0.0,1.0,1.0,0.916667,0.0,0,83,7500.0,6381.236136,235.661045,0.833333,12,0,Premium Shoppers,6.327245326386125,-1.1574818520876249,70.4773,3.8028545,9.637692,10.635177,-1,-0.5367724155616481,True
C10655,288.474257,1.0,1025.03,0.0,1025.03,0.0,1.0,0.0,1.0,0.0,0,67,2800.0,1148.409463,183.177287,0.083333,12,1,Low Engagement,1.4984666389011916,-1.6371755828880512,36.407936,-28.619846,10.016164,5.815135,1,-0.4125172896518316,False
C10656,1434.097191,1.0,0.0,0.0,0.0,1866.841949,0.0,0.0,0.0,0.083333,2,0,2400.0,2361.929133,390.202217,0.0,12,1,Low Engagement,-1.5834779479082928,0.4135218156061367,-49.957058,38.319153,1.5244135,4.8184366,1,-0.3625559899374714,False
C10657,79.554406,0.636364,472.71,472.71,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,16000.0,563.830183,108.579632,0.0,12,1,Low Engagement,-0.790011448573831,-0.054835936857147924,-32.313656,-33.80959,5.615929,0.6998372,1,-0.42041623147140267,False
